bug_id,long_description,label
WINE-30607,created attachment terminal output bug describes a problem where the game crashes shortly after a new game was started what triggers that crash is unknown to me the current bug report is about a more recent problem that appeared a few days ago now the game crashes immediately when a new game starts or a saved game was loaded the configuration tool for the game allows to change various graphical options including shader version bump mapping hdr shadows etc lowering the detail level to the minimum disabling all effects doesn t help the crash is due to d b e acca f c a ecb is the first bad commit commit d b e acca f c a ecb author henri verbeet date wed may wined d determine index buffer location based on vertex buffer locations fc dd dec a fe b c d ef c a b c fa e f f d c a m dlls reverting the patch on wine gdec d fixes the problem there is no demo for the game please let me know if you need a debug log fedora nvidia driver x org x server ,0
WINE-41037,now this bug https bugs winehq org show bug cgi id and bug https bugs winehq org show bug cgi id have been fixed the next problem when i launched comes from wine call from x b bfac to unimplemented function vcruntime dll std type info name aborting furthermore i can now launch battle net if i installed vcrun with winetricks so a workaround exists but just to say without vcrun it s actually not working ,0
WINE-24689,created attachment terminal output w backtrace trying to save a screenshot of the program window in png format using the built in screenshot function results in a crash steps to reproduce click the button with a floppy disk icon click save png format should be selected by default it was working in so i did a regression test c a f e fa ebe e f a d a is the first bad commit commit c a f e fa ebe e f a d a author vincent povirk date thu sep gdiplus don t create a dib section for non alpha or reference bitmaps d dd deff eaeb a b a bcfc c c c fb b c d ea c ff m dlls reverting that patch makes it possible to save png screenshots again other reported regressions from this commit bug and bug ,0
WINE-15478,unity web player is a browser plugin for firefox for running rich d applications after installing firefox then installing the unity web player visiting http unity d com gallery live demos tropical paradise loads a demo you can hear the audio birds chirping where you re supposed to see and navigate a d tropical paradise the graphics are not drawn in the display area of the page right clicking on where the graphics are supposed to be gives an option for fullscreen which appears to work sometimes wine gc c a nvidia ,1
WINE-544,note that there is no garantee that this can really be done independently from the other dll separation tasks the best way to find out it to try if you fix one of these references then update this bug accordingly and close it when none remain libx drv so undefined reference to options ,0
WINE-28157,created attachment terminal output in the current git version wine g da ae the demo for jedi knight crashes before the main menu could appear to reproduce the problem launch the demo by jkdemo exe and press during the intro sequence i couldn t get a usable backtrace because wine hangs after the crash the result of the regression test abf e f f eaa a f a e bb is the first bad commit commit abf e f f eaa a f a e bb author ri ardas barkauskas date mon aug ddraw don t allow setting palette on non root surfaces c c a e cfc dcbacda d b e aa d bfcf a bff c a bc e m dlls fedora x gnome compositing enabled nvidia gfx card driver ,0
WINE-26748,created attachment backtrace from crash hello i am trying to get world series of poker from activision to work the appdb entry is at http appdb winehq org objectmanager php sclass version iid i can get into the main menu intro movies play back okay but i cannot start a game and get an unrecoverable error i have attached all of my console output below and hope that this is of help for improving wine i am using mandriva with all current updates my pc is an athlon ghz with a geforce fx using x nvidia drivers ,1
WINE-7366,the eislp offers a database of medical drugs and tools clicking on the entry from list should reveal information about the object however only empty window raises and no information is displayed i see strange loaddll errors on startup however don t know if they are the reason of the failure ,1
WINE-15078,in wine i could install windows script by doing wine scripten exe as i describe in the appdb for fractal mapper the suggestion exists in other appdb entries too like http appdb winehq org objectmanager php sclass version iid itestingid trying to do the same in wine no longer works i get an error window saying the cluster size in this system is not supported the console output has one line that i don t understand but possibly could have something to do with this fixme ntdll server ioctl file unsupported ioctl device access func method ,0
WINE-34098,created attachment debug log trace seh ntdll tid the gamefly client previously suffered from this problem of not being able to install game content it successfully downloads and this was fixed by sha e ddc cef f fb bdb a ced d wrt bug this bad behavior has returned somewhere on the road towards the wine release rolling back to wine effectively sees things work again but i m unsure if it s the exact same issue again or not i can attempt to get a better fix on when where things started going awry again here if needed the attached debuglog trace seh tid ntdll is capture from starting the gamecly client logging on selecting and downloading a game which completes successfully and then clicking on the install game or times to generate the install error message ,0
WINE-7911,wine setup exe fixme advapi lookupaccountnamew null leric nil x bdd nil x bdcc x bdd stub fixme advapi lookupaccountnamew null leric x a c x bdd x a e x bdcc x bdd stub err msi iterate duplicatefiles failed to copy file lc program files common files installshield driver intel idriver exe lc program files common files installshield driver intel last error fixme msi iterate duplicatefiles we should track these duplicate files as well fixme msi action handlestandardaction unhandled standard action lremoveregistryvalues fixme msi action handlestandardaction unhandled standard action lremovefolders fixme advapi lookupaccountnamew null leric nil x ce nil x ce c x ce stub fixme advapi lookupaccountnamew null leric x x ce x x ce c x ce stub fixme msi msi getproductinfo linstallsource fixme advapi lookupaccountnamew null leric nil x ce nil x ce c x ce stub fixme advapi lookupaccountnamew null leric x e x ce x e x ce c x ce stub err msidb table fetch stream fetching stream lbinary error err msi msi viewfetch failed to get stream err msi deformat environment unknown environment variable lallusersprofile fixme x drv x drv setwindowrgn not supported on other thread window x fixme x drv x drv setwindowrgn not supported on other thread window x fixme x drv x drv setwindowrgn not supported on other thread window x ,0
WINE-2638,first the so of my pc machine is suse linux whith kernel version suses s numbering i crashed each time i went exec the application avrstudio exe this application was installed following the instructions present in http www frankscorner org index php p ishield the installation program is supplied in the address http www atmel com dyn resources prod documents astudio b exe so when i try to run the application with the command wine wine drive c program files atmel avr tools avrstudio avrstudio exe the follow messages is showed fixme ole coregistermessagefilter stub fixme ole coregistermessagefilter stub fixme ole coregistermessagefilter stub fixme ole cocreateinstance no classfactory created for clsid bf b d b e c f e hres is x fixme ntdll time gettzasstr can t match system time zone name brst to an entry in tz info fixme ntdll time gettzasstr please add appropriate entry to tz info and submitas patch to wine patches fixme ntdll time gettzasstr can t match system time zone name brst to an entry in tz info fixme ntdll time gettzasstr please add appropriate entry to tz info and submitas patch to wine patches wine unhandled exception thread starting debugger winedbg starting on pid x unhandled exception page fault on read access to x in bit code x in bit mode register dump cs ss b ds b es b fs b gs eip esp f c ebp f a eflags ri eax ebx dc c ecx f c edx esi edi stack dump x f c f d c x f c dc c f e x f c ff ffffffff f x f ac f f d c f d c dc c x f bc a a f a f a x f cc f d c d d d d backtrace x in avrstudio x x f a x f x x x x x x movl x eax edx,0
WINE-41352,wine call from x b b fc to unimplemented function msvcp dll getcat codecvt ddu mbstatet std saipapbvfacet locale pbv z aborting,0
WINEHQ_APPS_DATABASE-18664,just happened with this app http appdb winehq org objectmanager php sclass application iid rosanne had processed this app just before i opened it to process the result being that the appdb found a duplicate entry but it was the same app carelessly i merged the app with itself this deleted all versions and test data a number of possible solution apps shouldn t find themselves as duplicates identifiable by their numeric id an error message should appear when attempting to merge an app with itself it certainly shouldn t delete all objects at a bare minimum better yet of course once an app is processed attempting to process it again should report an error and fail e g app already processed ,0
WINE-31101,scoobyrom https github com subarudieselcrew scoobyrom fails to start instead i get the following console output fixme mscoree configfilehandler startelement unknown element lappsettings in state fixme mscoree configfilehandler startelement unknown element ladd in state fixme mscoree configfilehandler startelement unknown element ladd in state fixme mscoree configfilehandler startelement unknown element ladd in state fixme mscoree configfilehandler startelement unknown element ladd in state unhandled exception system typeloadexception could not load type scoobyrom mainclass from assembly scoobyrom version culture neutral publickeytoken null error fatal unhandled exception system typeloadexception could not load type scoobyrom mainclass from assembly scoobyrom version culture neutral publickeytoken null ,1
WINE-29093,created attachment test program now that http bugs winehq org show bug cgi id is complete the problem is that the actual data that is sent during post for winhttp is incorrect attached is a test program it posts some sample data to a webpage which dumps the post variable on windows and native winhttp the output shown is the as the sample data with the builtin winhttp a forbidden page is shown and tcpdump and the web server error log show that it tried to post binary data which is obviously incorrect ,0
WINE-4749,the bug appeared after the d d merge to wined d im not quite sure if ofp ever used pixel shaders but the log says something in this direction the prog seems to start black screen but crashes soon funny even the crash seems to crash i have to kill wine with killall wine preloader,0
WINE-11248,hello guys if i run bitvise tunnelier tunnelier exe installer can be downloaded from www bitvise com download area in wine i get the following problem when i try to login establish a tcp ip connection fixme winsock convert af w u unhandled windows address family fixme winsock wsasocketw unsupported socket family this is how tunnelier calls wsasocketw wsasocketw from protocol info from protocol info from protocol info and from protocol info has the value of if you check wsasocket in msdn http msdn microsoft com en us library ms vs aspx the rd paragraph of remarks says the following if the lpprotocolinfo is not null the socket will be bound to the provider associated with the indicated wsaprotocol info structure in this instance the application can supply the manifest constant from protocol info as the value for any of af type or protocol parameters this indicates that the corresponding values from the indicated wsaprotocol info structure iaddressfamily isockettype iprotocol are to be assumed in any case the values specified for af type and protocol are passed unmodified to the transport service provider so in dlls ws socket c wsasocketw something like the code following needs to be added taking into account that the trasport service provider requirements doesn t affect wine if lpprotocolinfo if af from protocol info af lpprotocolinfo iaddressfamily if type from protocol info type lpprotocolinfo isockettype if protocol from protocol info protocol lpprotocolinfo iprotocol so you see it s a show stopper with a very simple solution keep up the good work andrej andolsek,0
WINE-15840,created attachment standard crash dump suddenstrike crashes when i try to load a map this happens always since version till version works i m using gentoo linux and i m not sure if i would mess up my system if i do a complete regression test because i don t know how to implement a complete regression test in an ebuild a fresh wine directory didn t fix it if you want any special winedebug channels please tell me ,0
WINE-37556,this issue was discovered with adobe flash but is not limited to this single application moreover there are much more ways to trigger this issue than just the way described below important parts of the stacktrace snip unhandled exception page fault on read access to x ca in bit code xf backtrace xf real length x f str sol len xf libs wine sortkey c in libwine so x cf xf wine compare string x flags x str sol len xf str globalroot len xf libs wine sortkey c in libwine so x cfb x b f f comparestringex x f locale flags str len str len version reserved lparam dlls kernel locale c in kernel x d x b f f comparestringw x a lcid flags str len str len dlls kernel locale c in kernel x d x dd a strcmpniw x f lpszstr lpszcomp ilen dlls shlwapi string c in shlwapi x d d xf real length x f libs wine sortkey c in libwine so movzwl x eax eax while len snip what happens here is that strcmpniw is called with two strings snip int winapi strcmpniw lpcwstr lpszstr lpcwstr lpszcomp int ilen trace s s i n debugstr w lpszstr debugstr w lpszcomp ilen return comparestringw getthreadlocale norm ignorecase lpszstr ilen lpszcomp ilen cstr equal snip the exact length of both strings is unknown in this function so wine passes ilen for both strings to comparestringw comparestringw assumes that memory regions are valid and then tries to access them in real length in this case however unfortunately one of the strings is very close to a page boundary so accessing the whole memory block leads to a page fault to fix this issue it is either necessary to change all places where comparestringw is called with invalid length values add exception handlers to real length move real length from the beginning of comparestringw somewhere to the end so that the function aborts on the first non matching byte i am opening this issue as a bug report since it needs further investigation and i am not sure yet whats the right way to fix it ,1
WINE-22555,without it crashes on start workaround is winetricks d dx ,0
WINE-14465,created attachment test project vs of a simple rpc client server to repro the problem rpc clients that specify variables or the return value as a comm status or fault status variable normally do not guard their rpc call with a seh try except clause after all using comm status or fault status variables is usually done because with these variables seh try except can be omitted as any exception from the client side or server side part of the call is transformed into an error value that is assigned to the comm or fault status variable however the current implementation of ndrclientcall unconditionally raises exceptions which an rpc client using comm status and fault status variables is not prepared or expected to handle as a result such rpc clients crash immediately if any error occurs during the course of an rpc call find attached a vs project of a simple rpc client and server that can call a variety of rpcs with different comm and fault status behaviour on client and server side that can be used to reproduce the problem start the server using rpcsrv exe portnumber start the client interactively and choose the rpc variant of choice ,1
WINE-33693,created attachment terminal output the demo crashes on startup with the built in msvcr wine call from x b acd to unimplemented function msvcr dll wctomb s aborting mscodescan output spintires exe imports following stub symbols msvcr wctomb s,0
WINE-38672,similar to bug shows up a lot of tests this is in comctl tests listview c tools runtest q p wine t m comctl dll p comctl test exe so listview touch listview ok syscall param writev vector points to uninitialised byte s at x f a f writev nocancel in usr lib libc so by x e a in usr lib libxcb so by x e f in usr lib libxcb so by x e fab xcb writev in usr lib libxcb so by x d xsend in usr lib libx so by x d b xflush in usr lib libx so by x d bb xflush in usr lib libx so by x c c x drv windowposchanged window c by x d aec set window pos winpos c by x d b d user setwindowpos winpos c by x d b setwindowpos winpos c by x bcf a create parent window listview c by x d fb func listview listview c by x run test test h by x a f main test h address x a d is bytes inside a block of size alloc d at x d calloc vg replace malloc c by x d b xopendisplay in usr lib libx so by x c e x drv init thread data x drv main c by x c ccc thread init display x drv h by x c d x drv create win data window c by x c x drv windowposchanging window c by x d aa set window pos winpos c by x d d win createwindowex win c by x d createwindowexa win c by x bcf create parent window listview c by x d fb func listview listview c by x run test test h by x a f main test h uninitialised value was created by a stack allocation at x c ef update net wm states window c also in d d d d ex d d device ddraw dsurface gdi clipping imm imm ,0
WINE-1979,when playing half life counter strike with steam the sensitivity changes all the time making it hard to aim steps to reproduce get cs running with steam or get cs plus another app running make sure mouse acceleration is disabled feel the sensitivity change depending on the viewing direction probably cpu load or measure if necessary kill steam exe or the other app see that the sensitivity is now constant no dropped mouse movement i don t know wine good enough yet to guess what the cause of the problem is but developers probably do i realise that this bug isn t important to most developers but many users that play a half life mod and probably other games that need more than one executable running would really like a fix ,1
WINE-8105,the protel install was succes but the setup maked something wrong all my wine programs totalcmd winecfg got this warning the specified windows directory l systemroot is not accessible but all programs run except the protel it crashes at startup ,1
WINEHQ_APPS_DATABASE-12796,hello i am super maintener of notepad application the problem is i can t login to the notepad page perhaps i can t remember my password if i click on email a new password in the login page a message tells me that a new password has been emailed to me but i have not received any message please can you send me a new password my user account is leohome free fr best regards hugues leonardi,0
WINE-863,bugcomments restored from gmane org when drawing subitem text in lvs report style if the text is longer than the rectangle only the right portion of the text displays using the native controls the left end of the text displays follow by how to cause using notepad or other simple program get the fileopen dialog hit the details icon rightmost icon or right click in the box area and select the details view adjust the header field length till not all the text can fit the native control uses lots of gettextextentpoint to find the amount of text to fit with the ellipse we could use drawtext like the header control ,1
WINE-27508,created attachment an image showing the incorrect and correct rendering of the login screen text is not renderer in world of tanks using latest wine git git bisect shows that the breaking commit was commit c c e be e f a b b f df cbd author henri verbeet date tue jun wined d check the source rectangle is a multiple of the format block size in wined d device update surface reverting the patch removes the issue see the attached image for visual reference the game is free to download and play http game worldoftanks eu update,0
WINE-37701,austin aw du h reason zip g reason zip austin aw sha sum reason zip fe c eed ddb b eca d b a d a reason zip wine call from x b afce to unimplemented function mfplat dll mfstartup aborting,0
WINE-30488,created attachment terminal output the web page previews on ie s quick tabs page are often misrendered despite the page being displayed correctly during normal browsing steps to reproduce winetricks ie start ie and open a new tab enter the quick tabs page with ctrl q or the button to the left of the tab bar the first tab should be winehq s homepage which shows two issues in the preview the google custom search bar is corrupted the about and download links have some extra images added to the left along with their usual icons after switching back to that tab the google search bar actually becomes corrupted as it was in the preview but the extra images are not there workaround winetricks gdiplus disable winedbg exe to work around bug ,1
