bug_id,long_description,label
WINE-5265,trying use marco polo gro reiseplaner wine gentoo linux use ran travel setup exe dvd setup stops real thing starts please see http www myimg img bildschirmfotowinedesktopseaa png terminal window started wine get alexander blatt wine travel setup exe fixme ole itypeinfo fnrelease destroy child objects err ole get unmarshaler stream failed read common objref header fixme ole ndrclearoutparameters stub fixme win setwindowtexta setting text title captionbar process window nil use sendmessage fixme win setwindowtexta setting text gro xdfer reiseplaner installshield wizard process window nil use sendmessage fixme win setwindowtexta setting text title captionbar process window nil use sendmessage fixme win setwindowtexta setting text gro xdfer reiseplaner installshield wizarh process window nil use sendmessage saw screenshot setup wine use desktop size also set windows version windows error also happens remove wine directory use default settings meanwhile downgraded installer works fine,0
WINE-12651,starting starcraft kind sound directsound hardware acceleration enabled basic standard full winecfg ingame sound bad sound quality sounds like output bit sound card particularly noticeable click buttons starting screen lspci used soundcard audio device intel corporation ich family audio controller rev subsystem apple computer inc unknown device flags bus master fast devsel latency irq memory bit non prefetchable size capabilities power management version capabilities message signalled interrupts mask bit queue enable capabilities express root complex integrated endpoint msi capabilities virtual channel capabilities root complex link kernel driver use hda intel kernel modules snd hda intel,1
WINE-4302,screen freezes help started wine konsole get output well generated err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec err ntdll rtlpwaitforcriticalsection section wait timed thread blocked retrying sec continues game dead means switch another app back screen get refreshed anymore also upgrading thru help,0
WINE-22384,mac long support dwarf unfortunately current implementation dwarf support dbghelp tied elf means directly used mac mac support elf understand getting things work linux first takes priority getting work mac right mac users stuck inferior stabs format plus get feeling going need bit support also dwarf happens default format also understand scheme apple uses different elf systems dwarf stuff get segment dwarf binary built dwarf stuff put dsym companion bundle top dsym bundle even generated automatically multi file builds means invoke dsymutil create dsym bundle install dsym bundle present binary find dsym bundle get dwarf debug info would willing help might even made good soc project late,1
WINE-15963,created attachment contains png screenshot crash screen text output terminal upgrade wine joined game dota usual use tft caused game crash grabbed screenshot crash screen output terminal window attach,1
WINE-39295,created attachment launch logs daudio dll daudioinitialize error saints row crashes launch overrides due daudio dll larger log file attached think important bits listed fixme dsound dsound recalcformat conversion channels implemented falling back stereo err ole cogetclassobject class aec registered err ole cogetclassobject class object aec could created context wine call unimplemented function daudio dll daudioinitialize aborting wine unimplemented function daudio dll daudioinitialize called address thread starting debugger unhandled exception unimplemented function daudio dll daudioinitialize called bit code,0
WINEHQ.ORG-25884,link page dead shows http error error page asks file bug,0
WINE-20138,installation tropico worked without problems tried start application loading screen appears programm quits tried debug application first time hope made right used command winedebug relay debug wine home benny desktop tropico desktop debug txt linux mint gloria cpu intel gpu nvidia gts ram,0
WINE-27905,created attachment game launch log file begins work winecfg sound tab set set acceleration mode emulation sound stuck movies,1
WINE-32485,created attachment plain terminal output nsane road racing game released graphical option skid marks enabled strange artefacts flashing across screen flashing rapidly take good screenshot plain terminal output show anything interesting attaching anyway problem due first bad commit commit author stefan singer date tue dec ddraw create dynamic buffer ddlock discardcontents used fca dab dlls reverting patch fixes problem steps reproduce problem demo extract install demo start demo game exe menu choose single player quick race start race graphical option skid marks enabled default see visual glitches soon start racing nvidia driver org server,0
WINE-26345,created attachment terminal output text menus show native help terminal shows lots fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub fixme texture basetexture generate mipmaps texture stub though fixme font wineengremovefontresourceex ldata fonts jungj ttf nil stub fixme font wineengremovefontresourceex ldata fonts jungj ttf nil stub may related well,1
WINE-13882,created attachment relay seh tid psiops supported free download game crashes starting http appdb winehq org objectmanager php sclass version iid download requires registration fileplanet luckily main executable crashes way without data clean wineprefix link http members iinet net something psiops exe,0
WINE-42035,found bug trying run bit software called windbot seems expect going much generic think title contains info someone expert enough work problem would need anyone wants repro file trying run https www tibiawindbot com downloads windbot beta exe sorry links allowed please grumble case literally brand spanking new installer runs fine need run file within given random name bot mmorpg users suspect may client side detection file starts falls dialog detailing procedure entry point placeholders std could located dynamic link library msvcp dll extra information provide please ask fairly experienced linux though much wine please step step wine ask linux tested bit wine everything works intended helps isolate issue little,0
WINE-41627,created attachment log tid msctf richedit eventlog channel regression wine fine steps reproducing install office wine set riched dll using native first run word try exit save file crash git bisect find included eda ccfcfd bug reproduced current wine development,0
WINE-22110,source http forum winehq org viewtopic php terminal wine cmd start cmd new command prompt open get file found error works reason cmd invokes createprocessw null lstart exe foo worked longer works strange thing createprocessw null lstart exe works commit must caused bug http source winehq org git wine git commitdiffh bed eff reverted ran make works fail wine cmd cmd version start cmd file found wine cmd cmd version start cmd fixme exec shell execute flags ignored,0
WINE-42405,created attachment image issue running bcg chart example single line drawn long see screenshot highlights issue,0
WINE-23391,use minimize button application disappears screen task bar see alt tab get back reintroduce patch http bugs winehq org attachment cgi works however click twice task bar twice see application otherwise buttons right minimize adjust maximize seems work double click task bar application come back previous maximal size reduced still usable size,1
WINE-7569,graphical glitch installing office accept license radiobutton garbled attach screenshot,1
WINE-33958,original xbox controller use third party driver officially discontinued since tiger updated time ago bit compatible driver xbox controller use driver seems mess unix device manager similar consolidated knowledge resulting crashing wine process accessing controller input device get following error message repetitive console whenever controller connected sudo current user tty unknown pwd user root command usr bin renice although issue seem related wine reveals vulnerability think may worth fixing might occur devices best rastafabi,1
WINE-3318,latest cvs version every older version tested wine install wordviewer installation starts seems install end message telling installation failed dialog appeares last status message sais something ini files happens fresh wine directory wine wine wdviewer exe download wordviewer free http www microsoft com downloads details aspx familyid fdf displaylang search wordviewer,1
WINE-43302,look wine source file include bits find following prototypes ibackgroundcopyfile getremotename proxy ibackgroundcopyfile getlocalname proxy appear window sdk attempt include bits idl qmgrprxy qmgrprxy idl get redefinition errors function uuid odl interface ibackgroundcopyfile guess interface marked odl created proxy functions,0
WINE-6713,obtain install simulator test comptia process arrive end installation obtain messanger error installing kernel exe url download exam http www download com install ucertify prepkit comptia exam html obs linux athon default wed may utc athlon gnu linux alfeno athon wine download exe err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err storage storage impl smallblockstobigblocks conversion failed resread reswrite err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object object expose interface fce failing error err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole get unmarshaler stream failed read common objref header fixme ole ndrclearoutparameters befe befe stub fixme win setwindowtexta setting text installshield wizard process window nil use sendmessage err storage storage impl smallblockstobigblocks conversion failed resread reswrite err ole marshal object object expose interface fce failing error err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err storage storage impl smallblockstobigblocks conversion failed resread reswrite err storage storage impl smallblockstobigblocks conversion failed resread reswrite err storage storage impl smallblockstobigblocks conversion failed resread reswrite err menubuilder extract icon loadlibraryexw arquivos programas ucertify paper ico failed error err menubuilder invokeshelllinker failed fork exec wineshelllink err menubuilder extract icon loadlibraryexw arquivos programas ucertify prepengine ucuninst ico failed error fixme menubuilder saveiconresasxpm unsupported color depth bit err menubuilder invokeshelllinker failed fork exec wineshelllink err ole marshal object object expose interface fce failing error err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error err ole marshal object get ipsfactory buffer interface err ole stdmarshalimpl marshalinterface failed create ifstub hres err ole comarshalinterface failed marshal interface err ole marshal interface marshalling interface failed err ole xcall failed serialize param hres err ole deserialize param failed read integer byte err ole tmstubimpl invoke failed deserialize param state hres err rpc rpcreceive got fault packet status err ole xcall rpcchannelbuffer sendreceive failed err ole marshal object get ipsfactory buffer interface err ole stdmarshalimpl marshalinterface failed create ifstub hres err ole comarshalinterface failed marshal interface err ole marshal interface marshalling interface failed err ole xcall failed serialize param hres err ole deserialize param failed read integer byte err ole tmstubimpl invoke failed deserialize param state hres err rpc rpcreceive got fault packet status err ole xcall rpcchannelbuffer sendreceive failed err ole marshal object get ipsfactory buffer interface err ole stdmarshalimpl marshalinterface failed create ifstub hres err ole comarshalinterface failed marshal interface err ole marshal interface marshalling interface failed err ole xcall failed serialize param hres err ole deserialize param failed read integer byte err ole tmstubimpl invoke failed deserialize param state hres err rpc rpcreceive got fault packet status err ole xcall rpcchannelbuffer sendreceive failed err ole marshal object get ipsfactory buffer interface err ole stdmarshalimpl marshalinterface failed create ifstub hres err ole comarshalinterface failed marshal interface err ole marshal interface marshalling interface failed err ole xcall failed serialize param hres err ole deserialize param failed read integer byte err ole tmstubimpl invoke failed deserialize param state hres err rpc rpcreceive got fault packet status err ole xcall rpcchannelbuffer sendreceive failed err ole marshal object get ipsfactory buffer interface err ole stdmarshalimpl marshalinterface failed create ifstub hres err ole comarshalinterface failed marshal interface err ole marshal interface marshalling interface failed err ole xcall failed serialize param hres err ole deserialize param failed read integer byte err ole tmstubimpl invoke failed deserialize param state hres err rpc rpcreceive got fault packet status err ole xcall rpcchannelbuffer sendreceive failed err ole marshal object get ipsfactory buffer interface err rpc rpcreceive got fault packet status err ole clientidentity querymultipleinterfaces iremunknown remqueryinterface failed error,0
WINE-7190,upgraded noticed entire menus disappeared starting left menu bar using home grown mdi app related event think movewindow use resize new mdi child depending window open cases app starts file menu missing get without opening mdi child windows wine debug mode see removemenu menu eliminated program call removemenu time although switch back forth two menus one menu mdi child windows open displayed children open installed problem went away,0
WINE-54,petzold contains example btnlook draws various types buttons example following buttons background wrong color white instead grey checkbox autocheckbox radiobutton state auto state autoradio ownerdrawn note label grey background rest button also following buttons work fine pushbutton defpushbutton groupbox see also http fgouget free wine prgwin chap shtml btnlook,1
WINE-7529,summary wine install citrix client package msi package finish unexpectedly displaying dialog titled installation cancelled dialog says installation ended prematurely error tried install msi using wine wineprefixcreate wget http download citrix com files products client ica client ica pkg msi wine msiexec ica pkg msi output wine xlib extension glx missing display localhost err wgl drv winegl initopenglinfo initialize opengl expect problems xlib extension glx missing display localhost err wgl drv winegl initopenglinfo initialize opengl expect problems fixme advapi lookupaccountnamew null lucedac nil nil stub fixme advapi lookupaccountnamew null lucedac stub fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator bab unimplemented fixme msi action appsearchcomponents appsearch complocator unimplemented fixme msi action appsearchcomponents appsearch complocator deaef cca unimplemented fixme msi msi unimplemented action stub migratefeaturestates ignored lupgrade table values err msi custom get thread return invalid return code err msi iterate actions execution halted action lsearchnewdialog returned bear mind running application xvnc session hence opengl messages running ubuntu got wine deb package wine repository winehq ubuntu note expecting app run testing msi files found one working,0
WINE-27929,compiled wine mac latest developer tools installed xcode trying launch wine program even winemine results crashing message bus error running wine inside gdb winedebug relay shows crash occurs call user loadicona winemine ret specifically crashes inside create alpha bitmap soon call stretchdibits returns inside loop alpha premultiplication disassembling found crash occurs line ptr ptr alpha attempting write back value ptr occurs first iterations loop tried googling bit seems problem discussed http www winehq org pipermail wine devel january html conversation back january unclear resolution reached anyway since problem seems make wine completely unusable lion reproduced entirely within wine think considered easy reproduce long access mac urgent fix,0
WINE-1290,quite sure using bsd make gnu make personally happy wine uses gnu make specific constructs feature probably away anytime soon ever wine maintainers consider critical avoiding features may hard confirm problem goes away gnu make,1
WINE-28600,created attachment crash log prerequisite winetricks mfc wsh installation app crashes attached console output,0
WINE-28479,guess may already reported could find bug windows paint wordpad solitaire games work fail fixme heap heapsetinformation nil nil fixme slc slgetwindowsinformationdword lshell inboxgames hearts enablegame stub,1
WINE-28951,created attachment plain terminal output application crashes clicking commenting option preferences menu options preferences menu trigger crash steps reproduce problem launching application might need set virtual desktop avoid bug application fully loaded click file tab select preferences click commenting option first comes error reporting dialog kicks wine crash dialog get meaningful backtrace even wine crash dialog disabled native msvc dlls help,1
WINE-26305,created attachment terminal output game majesty fantasy kingdom sim crashes shortly starting loading stage adfbae aab first bad commit commit adfbae aab author henri verbeet date tue mar wined make iwined dresourceimpl independent structure fedora nvidia geforce gts driver note err resource init adapter memory always present log cause problems able play game hours without side effects set videomemorysize registry key line still present log following native overrides game vcrun,0
WINE-44904,reproduce wine wine dlls taskschd tests make testclean make test wait seconds wineserver shuts make testclean make test get err ole start rpcss failed start rpcss service err ole epm register ept insert failed error err schedsvc rpc init rpcepregister error turned regression caused edf first bad commit commit edf author aric stewart date thu feb loader start winebus service default signed aric stewart signed alexandre julliard disabling auto startup winebus changing start dword start dword winebus service entry registry problem disappears since default scheduler service disabled gets enabled least one task added regression noticed,0
WINE-23900,installation never completed possible change language following step hanged seems like continued failure refer bug test configuration wine ubuntu photoshop elements applications google sketchup worked fine,1
WINE-32127,created attachment back trace immediately clicking icon start launches crash happens please refer back trace additional information,1
WINE-2726,hello tried install diablo expansion window saying program start menu found appeared using debugger see log found put programs windows profiles nyyr start menu programs entry hkcu software microsoft windows currentversion explorer shell folders actually tried put hklm shell folders also hklm user shell folders using naming syntax used key folders work compiled wine source tarball using wineinstall please add entry install log call advapi regopenkeyexa dbc software microsoft windows currentversion explorer shell folders dbac ret call kernel getversion ret call ntdll rtlgetversion ret ret ntdll rtlgetversion retval ret ret kernel getversion retval ret call ntdll rtlinitansistring daac dbc software microsoft windows currentversion explorer shell folders ret faa ret ntdll rtlinitansistring retval ret faa call ntdll rtlansistringtounicodestring daac ret faa ret ntdll rtlansistringtounicodestring retval ret faa call ntdll ntopenkey dbac dab ret faa ret ntdll ntopenkey retval ret faa call ntdll rtlntstatustodoserror ret faa ret ntdll rtlntstatustodoserror retval ret faa ret advapi regopenkeyexa retval ret call kernel getlasterror ret ret kernel getlasterror retval ret call kernel setlasterror ret ret kernel setlasterror retval ret call advapi regqueryvalueexa dcc programs dba dbac ret call ntdll rtlinitansistring dcc programs ret fbf ret ntdll rtlinitansistring retval ret fbf call ntdll rtlansistringtounicodestring ret fbf ret ntdll rtlansistringtounicodestring retval ret fbf call ntdll ntqueryvaluekey ret fbf ret ntdll ntqueryvaluekey retval ret fbf call ntdll rtlntstatustodoserror ret ret ntdll rtlntstatustodoserror retval ret ret advapi regqueryvalueexa retval ret call advapi regclosekey ret call ntdll ntclose ret ret ntdll ntclose retval ret call ntdll rtlntstatustodoserror ret ret ntdll rtlntstatustodoserror retval ret ret advapi regclosekey retval ret call kernel getlasterror ret ret kernel getlasterror retval ret call kernel setlasterror ret ret kernel setlasterror retval ret call user wvsprintfa caac cbb program start menu found cbb ret ret user wvsprintfa retval ret call user messageboxa caac program start menu found error ret call ntdll rtlcreateunicodestringfromasciiz caac program start menu found ret,1
WINE-28720,moving next crash bug fixed wine,0
WINE-12301,created attachment output winedebug relay wine anycount setup exe tee anycountlog anycount fails install following msgbox error ait protection system internal exception occurred address please contact support thank see also bug anycount probably related bug,0
WINE-30189,created attachment terminal output buttons launcher unclickable several games telltale games wallace gromit series also affected steps reproduce problem demo version install demo start demo homestar exe wait launcher fully loaded click grey button lower right corner nothing happens buttons work wine wine faf gecko installed eed baf first bad commit commit eed baf author jacek caban date tue mar mshtml use itypeinfo invokeex dispatch propertyget implementation afd effced ceb fad dlls git checkout eed baf unclickable buttons git reset hard head buttons work,0
WINE-40408,created attachment backtrace crash starting wine adobe photoshop bit crashes whenever levels attempt adjust,0
WINE-36774,created attachment error details try install adobe dreamweaver also version precisely click install try adobe asks sign wine gives error saying something like translated italian pdapp exe programm encountered error closed click show details result reported attachment help thank,0
WINE-38264,wine crashes chessmaster edition startup unhandled exception page fault read access bit code ran fine git bisect says bfd eaeae ccbc first bad commit commit bfd eaeae ccbc author matteo bruni date tue feb opengl return null pointer functions requiring unsupported disabled extensions reproduce create bit wine environment install chessmaster demo https archive org download chessmaster theditiondemo chessmaster theditiondemo exe run game exe,0
WINE-14787,see dlls rpcrt epm example object parameter ept map include wine dcetypes idl typedef ptr guid uuid include wine epm idl ept map uuid object object full ptr midl generates hand widl generates reference ptr looks like fixed parser set type somewhere,0
WINE-5031,fear single player demo crashes unhandled exception running wine game installs fine allowing pixel shaders winecfg getting copies msvcr dll msvcp dll dll start successfully however even getting menu game crashes attached debug output running wine compiled gcc fairly current bit gentoo install athlon processor fear demo installer url dlls copied installation also available online,1
WINE-20330,created attachment output running program buttons print show pro show blacked useable program launches many feature menus side bar blacked useable several issues output message see trying select menu entry exception caught basebutton drawebuttonstate fixme gdiplus gdipcreatehalftonepalette fixme gdiplus gdipdrawimagepointrecti bce stub,0
WINE-3047,sure implemented yet working keyboard navigation possible windows tab clicked tab highlighted dotted rectangle point user navigate tabs left right arrows wine able highlight tabs manner able perform sort keyboard navigation long run keyboard navigation like essential unusual cases want user able perform full functionality without mouse know sounds wacky may strike others superfluous even count many times windows benefitted ability anything without mouse one strong points windows interface strive preserve quality windows interface,1
WINE-18786,according app minitab minitab run wine installing dcom help anymore fact install would able install neither minitab minitab versions minitab install successfully default settings run way minitab error window hasp alladin software shown regression since possible make two applications run older version wine,0
WINE-29752,created attachment terminal output retail version sonic knuckles collection includes autoplay program shows short logo video presents menu options launch installer view readme exit executable used work hangs start since regression testing identified commit first bad commit commit author alexandre julliard date thu jun kernel create orphaned process exec process initialization done anew child process bdfda cae dbac bbae fcff ece dlls git checkout hangs git checkout works workaround run executable winedbg wine winedbg setup exe,0
WINE-436,codeweaver wine packages problem dead keys appear print character prints trace key translatemessage keyup trace key drv keyevent state trace key drv keyevent keypress keysym dead acute ascii chars trace key drv keyevent keycode converted vkey xde trace key drv keyevent bscan trace key queue kbd event wparam lparam inputkeystate trace key translatemessage keydown trace key translatemessage translating key oem scancode trace key drv tounicode faked state trace key drv tounicode translating char code page unicodetrace key drv tounicode tounicode return char trace key translatemessage postmessage char trace key translatemessage char trace key drv keyevent state trace key drv keyevent keyrelease keysym dead acute ascii chars trace key drv keyevent keycode converted vkey xde trace key drv keyevent bscan trace key queue kbd event wparam lparam inputkeystate trace key translatemessage keyup understanding dead acute detected correctly dead following lines pressed trace key drv keyevent state trace key drv keyevent keypress keysym ascii chars trace key drv keyevent keycode converted vkey trace key drv keyevent bscan trace key queue kbd event wparam lparam inputkeystate trace key translatemessage keydown trace key translatemessage translating key scancode trace key drv tounicode faked state trace key drv tounicode translating char code page unicodetrace key drv tounicode tounicode return char trace key translatemessage postmessage char trace key translatemessage char trace key drv keyevent state trace key drv keyevent keyrelease keysym ascii chars trace key drv keyevent keycode converted vkey trace key drv keyevent bscan trace key queue kbd event wparam lparam inputkeystate trace key translatemessage keyup temporary solution use xmodmap generate keys bertsson bjornr nyherji,1
WINE-30787,created attachment winedbg backtrace busy state takes minutes map editor homm appears windows version set win higher winecfg using win winnt profiles editor loads less seconds wine print anything terminal editor window appears hdd activity cpu usage constantly wine busy loading editor attach winedbg mapeditor exe process always get backtrace seen attachment noted bug describes similar problem course proof problem similarities striking fedora gcc version red hat gcc kernel pae,1
WINE-6787,file manager servant salamander version wont execute binary file thing works fine total commander trying execute executable file nothing happens nothing happens also non executable files know something happen,1
WINE-750,quote bug previously reported andriy palamarchuk application radmin http www radmin com start second time says demo expired using cvs utc windows install problem encoding decoding registry key created first run program used get expiration date installation date problem could lie one date getting date conversion apis guaranteed,1
WINE-22996,created attachment screenshot print preview function altium designer displays inverted axis text viewing print preview schematic diagram,1
WINE-17388,created attachment crash log playign game wanted test analyze function finishing chessmaster crashed log attached,1
WINEHQ.ORG-594,may winehq web site proper best match could find wine cvs mailing list makes possible see patch commited wine cvs however patches returned html replaced etc makes impossible apply patches tree see email http www winehq com hypermail wine cvs html patch http cvs winehq com patch would nice url one wget feed patch done two ways current script could modified return text plain file still keep changeset info would ignored patch emails could two urls returns text version patch,0
WINE-15232,button http bugs winehq org attachment cgi gets overdrawn year ago chris robinson explained application work wine change application wine configuration get working quote http www winehq org pipermail wine devel october html first since window top level window draws directly get clipped second createwindow window missing clipchildren flag force offscreen rendering add flag demo works sure force offscreen rendering tried set software wine direct offscreenrenderingmode fbo added flag window work,1
WINE-5627,installing personal ancestral file default install settings get warning says could find wordpad system happens choose see readme installation readme option selected default wine something open readme paf downloaded free http www familysearch org eng home welcome pafdownload asp offering growing jackpot person fixes bug details found http www eagargospelstudy org paf,1
WINE-27388,created attachment stderr output display utf html files works fine real windows users username testhtml progra intern iexplore file users username testhtml test html using mozilla compatible msie windows win trident net clr slcc net clr net clr media center work wine wine prog fbu inte iexplore file home test test html dump log using mozilla compatible msie windows trident wine installed using wine winetricks relevant stderr output probably fixme nls widechartomultibyte utf supported message utf supported also mentioned bug probably different bug note windows bit wine bit using bit linux kernel sure matters versions used computer hardware,1
WINE-36291,bytes blocks definitely lost loss record notify alloc heap rtlallocateheap heap test activate msctf dec func inputprocessor inputprocessor run test test main test,1
